HOME,BMI_M,CAR_AGE,MILE_M,NOBS,BLUE,WHITE,PINK,GOVT,P_TDI,P_UI,AVG_MATH,AVG_VERBAL,SAT_TAKE,NOBS_SAT_TAKE,AVG_AP,AP_TAKE,NOBS_AP_TAKE,N_PRISONERS,av_above0_math,av_above0_read,av_va_math_elem,av_va_math_middle,av_va_read_elem,av_va_read_middle,va_read,va_math,population,over_18,PROPORTION_PRISONERS,bg_id
305001.0,26.45,10.04,48200.0,3419.0,35.54,39.29,21.85,3.31,0.85,1.61,,,9.09,22.0,,4.55,22.0,108.0,0.3913043,0.125,-0.0493848,-0.0007065,-0.0635159,-0.0452102,12.0,39.0,850,654.0,16.51,0305001
305002.0,26.35,9.72,40478.0,4341.0,32.56,42.53,23.13,1.78,0.88,1.36,,,13.89,36.0,,13.89,36.0,131.0,0.4347826,0.1304348,-0.0538212,-0.0085125,-0.0598982,-0.0672475,13.0,43.0,1144,889.0,14.74,0305002
305003.0,25.93,9.49,42868.0,4312.0,30.94,44.79,21.37,2.91,0.63,1.3,553.57,543.57,31.25,31.0,,15.62,31.0,125.0,0.4583333,0.125,-0.0454835,-0.0087769,-0.0623087,-0.0758573,12.0,46.0,1230,1003.0,12.46,0305003
306011.0,26.05,10.04,36729.0,3678.0,36.94,44.24,13.18,5.65,1.14,1.09,,,40.0,20.0,,20.0,20.0,28.0,0.4482759,0.2068966,-0.0564093,0.0035007,-0.0666597,-0.0232874,21.0,45.0,866,693.0,4.04,0306011
306012.0,26.07,8.96,20939.0,5074.0,33.97,49.48,12.02,4.53,0.69,0.99,557.27,543.64,33.33,24.0,,20.83,24.0,34.0,0.4642857,0.1785714,-0.0536197,-0.0099825,-0.0620468,-0.0652291,18.0,46.0,1353,1118.0,3.04,0306012
306013.0,25.63,9.62,28277.0,4556.0,32.66,47.71,14.13,5.5,0.64,0.94,500.59,506.47,20.83,24.0,2.63,33.33,24.0,21.0,0.4444444,0.1111111,-0.0502256,-0.0066984,-0.0603733,-0.0680487,11.0,44.0,1122,882.0,2.38,0306013
306021.0,26.17,10.36,35342.0,3913.0,30.88,43.97,21.68,3.48,0.97,1.15,520.0,538.67,47.06,17.0,2.39,35.29,17.0,68.0,0.375,0.0833333,-0.0591967,0.0025439,-0.0626464,-0.0476511,8.0,38.0,1211,1013.0,6.71,0306021
306022.0,26.55,10.22,35167.0,3495.0,31.22,49.3,14.55,4.93,1.12,1.17,496.88,542.5,29.17,24.0,,37.5,24.0,35.0,0.368421,0.1176471,-0.0688361,0.0009002,-0.074047,-0.0121087,12.0,37.0,941,818.0,4.28,0306022
306023.0,25.99,9.37,24048.0,5323.0,31.74,46.22,15.46,6.58,0.64,1.09,468.26,495.22,33.33,36.0,2.44,22.22,36.0,24.0,0.3846154,0.1111111,-0.0552797,-0.0055558,-0.0642499,-0.0578568,11.0,38.0,1302,1081.0,2.22,0306023
306024.0,25.09,8.67,26228.0,1894.0,33.04,51.54,12.33,3.08,,1.43,,,,,,,,19.0,0.1818182,,,,,,,18.0,592,520.0,3.65,0306024
307001.0,25.92,9.56,36964.0,3230.0,31.92,41.78,21.6,4.69,0.84,2.04,,,9.09,22.0,,18.18,22.0,70.0,0.7407407,0.5555556,0.0034334,-0.01764,-0.0004758,-0.0624178,56.0,74.0,1012,833.0,8.4,0307001
307002.0,26.5,9.89,39157.0,2562.0,31.45,38.58,27.0,2.97,0.47,1.17,,,0.0,12.0,,0.0,12.0,64.0,0.625,0.4090909,0.0374619,-0.0082298,0.0180059,-0.0770263,41.0,62.0,952,829.0,7.72,0307002
307003.0,25.92,9.64,45066.0,2704.0,29.81,46.07,20.05,4.07,0.78,1.44,,,13.33,15.0,,6.67,15.0,55.0,0.6315789,0.4444444,0.0219712,-0.0142859,0.0133169,-0.0892276,44.0,63.0,877,717.0,7.67,0307003
307004.0,25.57,9.36,29153.0,3772.0,29.72,45.18,19.68,5.42,0.42,1.14,,,19.05,21.0,,23.81,21.0,43.0,0.6666667,0.4444444,0.000479,-0.0030896,0.0120007,-0.0625793,44.0,67.0,1155,1017.0,4.23,0307004
308001.0,26.17,10.37,28184.0,3460.0,32.9,42.37,18.06,6.67,0.92,1.21,478.33,460.83,23.81,21.0,,9.52,21.0,65.0,0.64,0.4615385,0.0293782,0.0024623,0.0288477,-0.096199,46.0,64.0,947,777.0,8.37,0308001
308002.0,25.91,9.33,25373.0,5371.0,32.14,44.49,19.2,4.17,0.69,1.27,475.71,486.19,32.35,34.0,2.31,14.71,34.0,45.0,0.6666667,0.44,0.019548,-0.0090823,0.029084,-0.089784,44.0,67.0,1508,1256.0,3.58,0308002
308003.0,25.12,9.04,24727.0,2459.0,24.92,47.63,20.19,7.26,0.73,0.81,,,,,,,,18.0,0.5,0.3529412,0.0059907,-0.0231602,,-0.0639524,35.0,50.0,746,672.0,2.68,0308003
308004.0,25.19,7.81,21663.0,980.0,26.05,51.26,18.49,4.2,,,,,,,,,,,0.8333333,0.5714286,,,0.0580115,,57.0,83.0,2449,2416.0,,0308004
309011.0,25.55,8.84,23905.0,8124.0,34.96,41.04,17.93,6.08,0.86,1.18,544.55,524.55,43.1,58.0,2.29,37.93,58.0,36.0,0.7058824,0.5277778,0.0408195,-0.0131633,0.0287176,-0.0539008,53.0,71.0,1952,1494.0,2.41,0309011
309012.0,25.8,9.12,27410.0,12050.0,31.79,46.13,14.95,7.13,0.77,0.98,501.04,525.07,37.93,87.0,2.43,33.33,87.0,68.0,0.6857143,0.5714286,0.0267737,0.0014503,0.0174809,-0.0386796,57.0,69.0,2769,2145.0,3.17,0309012
309013.0,26.28,9.45,23500.0,5058.0,33.39,44.36,16.38,5.88,0.81,0.97,468.82,475.88,22.22,27.0,,14.81,27.0,41.0,0.6923077,0.5185185,0.021047,0.0081241,0.0079686,-0.0584166,52.0,69.0,1550,1323.0,3.1,0309013
309021.0,25.98,8.54,16000.0,4943.0,31.42,46.66,16.8,5.13,0.61,1.11,477.86,492.14,15.0,20.0,,15.0,20.0,43.0,0.6923077,0.4814815,0.0339679,0.0002131,0.0204221,-0.0307062,48.0,69.0,1331,1041.0,4.13,0309021
309022.0,25.07,8.43,16661.0,6278.0,25.9,52.75,15.15,6.2,0.72,0.62,492.0,506.0,38.46,26.0,2.57,38.46,26.0,16.0,0.7,0.5,0.0468896,-0.002203,0.032869,-0.0285964,50.0,70.0,1824,1530.0,1.05,0309022
309023.0,25.34,9.12,19267.0,4513.0,29.78,47.72,14.55,7.95,0.69,0.95,516.43,533.57,30.43,23.0,2.64,47.83,23.0,20.0,0.7037037,0.5,0.0241157,-0.0007706,0.0279033,-0.0283165,50.0,70.0,1391,1140.0,1.75,0309023
309024.0,25.88,9.3,27200.0,6561.0,30.48,47.11,15.9,6.51,0.75,1.13,443.53,478.24,16.28,43.0,,6.98,43.0,38.0,0.6666667,0.4411765,0.0126936,-0.0017641,-0.0040318,-0.0513211,44.0,67.0,2491,2141.0,1.77,0309024
401011.0,25.79,9.95,35175.0,4262.0,35.5,37.17,22.49,4.83,0.66,1.53,525.79,516.84,20.0,40.0,2.84,30.0,40.0,52.0,0.5,0.2666667,-0.0009998,0.0423161,-0.0472676,-0.0858701,27.0,50.0,1171,949.0,5.48,0401011
401012.0,25.63,8.97,28199.0,6643.0,32.46,39.95,21.64,5.95,0.57,1.23,517.5,518.65,29.85,67.0,3.02,44.78,67.0,57.0,0.4117647,0.2380952,0.0096754,0.0304076,-0.0467917,-0.1012765,24.0,41.0,1752,1304.0,4.37,0401012
401013.0,25.03,9.02,23178.0,6069.0,33.33,42.65,18.37,5.64,0.51,1.14,534.51,531.76,33.87,62.0,3.13,38.71,62.0,37.0,0.5,0.3333333,-0.003997,0.0508699,-0.0626676,-0.101412,33.0,50.0,1972,1575.0,2.35,0401013
401021.0,24.72,8.17,15000.0,5200.0,29.48,43.06,21.76,5.71,0.46,0.85,581.27,562.06,47.06,68.0,2.96,60.29,68.0,21.0,0.4117647,0.2272727,-0.0050324,0.021546,-0.0560424,-0.1014979,23.0,41.0,1612,1173.0,1.79,0401021
401022.0,24.76,8.63,19054.0,5393.0,27.08,44.84,24.07,4.01,0.43,1.09,560.89,556.0,49.09,55.0,3.05,61.82,55.0,28.0,0.35,0.2916667,-0.0479801,0.0219004,-0.0541746,-0.1019228,29.0,35.0,1659,1239.0,2.26,0401022
401023.0,25.11,8.85,20046.0,8737.0,30.64,41.69,21.74,5.93,0.47,1.25,541.03,541.72,51.35,74.0,2.97,58.11,74.0,75.0,0.4117647,0.3043478,-0.0007246,0.0308204,-0.0579452,-0.0875476,30.0,41.0,2612,2053.0,3.65,0401023
401032.0,25.6,8.78,15492.0,5704.0,33.01,41.5,20.75,4.74,0.53,1.14,510.65,493.55,40.48,42.0,3.0,28.57,42.0,42.0,0.3333333,0.3,-0.0408802,0.0304173,-0.0476756,-0.0774051,30.0,33.0,1636,1387.0,3.03,0401032
401033.0,26.14,12.89,31235.0,301.0,39.02,36.59,4.88,19.51,,,,,,,,,,,,,,,,,,,218,195.0,,0401033
401034.0,26.07,6.91,38746.0,109.0,26.09,34.78,34.78,4.35,,,,,,,,,,,0.3076923,0.2142857,-0.0496224,,-0.0566897,,21.0,31.0,330,202.0,,0401034
401035.0,24.95,9.27,27774.0,5285.0,28.13,43.74,21.79,6.34,0.34,0.79,527.88,525.76,58.82,34.0,3.0,50.0,34.0,34.0,0.4,0.2173913,-0.0212742,0.034749,-0.0598521,-0.079435,22.0,40.0,1528,1203.0,2.83,0401035
401036.0,25.28,9.45,19871.0,10618.0,29.84,40.32,23.64,6.2,0.39,1.12,539.79,528.4,41.23,114.0,3.1,46.49,114.0,53.0,0.4285714,0.24,-0.0391153,0.0281733,-0.0531328,-0.107319,24.0,43.0,2896,2110.0,2.51,0401036
402001.0,26.26,7.17,33578.0,2998.0,27.91,38.11,29.85,4.13,0.53,1.13,473.6,469.2,24.14,29.0,2.65,13.79,29.0,20.0,0.6296296,0.3666667,0.0079601,0.0569088,-0.0385427,-0.0420714,37.0,63.0,1115,773.0,2.59,0402001
402002.0,25.57,7.67,325.0,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,,0402002
403021.0,25.95,9.8,21642.0,4719.0,27.83,38.67,30.5,3.0,0.72,1.59,546.36,492.73,13.51,37.0,,18.92,37.0,60.0,0.6,0.34375,-0.029493,0.0935422,-0.0543553,-0.0555973,34.0,60.0,1255,1074.0,5.59,0403021
403022.0,25.49,8.66,22540.0,5178.0,27.79,38.35,26.05,7.81,0.58,1.22,518.42,502.63,41.38,29.0,2.5,48.28,29.0,46.0,0.6666667,0.45,-0.0023157,0.044254,-0.0406168,-0.0341512,45.0,67.0,1176,959.0,4.8,0403022
403031.0,25.91,6.57,36004.0,341.0,27.12,42.37,28.81,1.69,,,,,30.77,13.0,2.71,23.08,13.0,,0.625,0.3,0.0013468,0.0732412,-0.0492221,-0.0319659,30.0,62.0,567,310.0,,0403031
403032.0,25.94,8.5,24000.0,10691.0,27.76,38.51,28.72,5.01,0.43,1.29,501.5,478.17,35.29,85.0,2.65,29.41,85.0,95.0,0.6071429,0.3513514,0.0025285,0.070274,-0.0515629,-0.0508621,35.0,61.0,2611,1943.0,4.89,0403032
403041.0,25.07,8.74,24106.0,6278.0,29.94,38.74,25.53,5.79,0.57,0.99,537.45,517.25,37.5,64.0,2.58,43.75,64.0,37.0,0.6538461,0.3333333,-0.0206818,0.1101395,-0.0573554,-0.0522456,33.0,65.0,1605,1205.0,3.07,0403041
403042.0,26.27,8.84,29342.0,4936.0,29.51,39.4,27.32,3.77,0.67,1.54,,,17.86,28.0,,14.29,28.0,93.0,0.6086956,0.25,-0.0019787,0.0465113,-0.050129,-0.0526701,25.0,61.0,1307,1081.0,8.6,0403042
404001.0,24.74,10.17,17972.0,7314.0,27.06,42.64,24.13,6.17,0.41,1.15,544.35,512.42,44.29,70.0,2.24,50.0,70.0,35.0,0.6551724,0.3513514,0.0034756,0.1143805,-0.0457877,-0.0539233,35.0,66.0,2187,1665.0,2.1,0404001
404002.0,25.08,9.02,18742.0,8127.0,27.93,41.55,24.95,5.57,0.53,0.79,553.4,540.75,52.54,59.0,2.29,47.46,59.0,54.0,0.5925926,0.3235294,0.005609,0.072111,-0.0398821,-0.0526347,32.0,59.0,2226,1792.0,3.01,0404002
404003.0,24.96,9.38,21650.0,7262.0,25.7,44.41,24.52,5.38,0.72,1.23,525.45,534.24,29.82,57.0,2.8,29.82,57.0,78.0,0.6,0.2903226,0.0075887,0.095648,-0.0435375,-0.0490387,29.0,60.0,2089,1684.0,4.63,0404003
405001.0,26.66,9.47,43922.0,6047.0,25.82,33.18,38.39,2.6,0.6,1.59,448.33,470.83,20.25,78.0,2.39,12.66,78.0,210.0,0.516129,0.5909091,-0.031221,0.0408545,0.0404834,0.1492702,59.0,52.0,1792,1100.0,19.09,0405001
405002.0,25.42,8.85,31370.0,5276.0,26.02,38.45,30.26,5.26,0.36,1.61,454.67,482.67,22.22,27.0,,22.22,27.0,66.0,0.5909091,0.6774194,-0.0108643,0.0448046,0.0442322,0.1461256,68.0,59.0,1711,1271.0,5.19,0405002
405003.0,25.14,9.22,29099.0,3004.0,22.54,40.29,33.81,3.36,0.43,1.66,,,35.29,17.0,,17.65,17.0,63.0,0.4782609,0.6666667,-0.0301779,0.0138036,0.0394129,0.1621873,67.0,48.0,757,612.0,10.29,0405003
406001.0,25.27,9.03,26850.0,5978.0,22.93,40.89,30.57,5.61,0.59,1.47,495.22,524.78,30.56,36.0,2.36,38.89,36.0,50.0,0.5769231,0.6666667,-0.0165026,0.0404365,0.0508558,0.1708456,67.0,58.0,1381,1120.0,4.46,0406001
406002.0,24.9,8.55,28910.0,2268.0,26.85,35.8,33.64,3.7,0.57,1.41,493.08,516.15,46.15,13.0,2.22,69.23,13.0,28.0,0.55,0.7142857,-0.011558,0.0612873,0.0563854,0.162038,71.0,55.0,602,483.0,5.8,0406002
406003.0,25.32,9.24,36766.0,4905.0,23.68,36.8,36.2,3.32,0.41,1.57,464.55,458.18,11.76,33.0,,5.88,33.0,109.0,0.5555556,0.5833333,-0.0041557,0.0471985,0.0470592,0.1630391,58.0,56.0,1298,1087.0,10.03,0406003
406004.0,25.62,9.77,36569.0,3744.0,20.23,36.99,36.61,6.17,0.51,1.68,,,14.29,14.0,,14.29,14.0,137.0,0.5263158,0.6206896,-0.0069616,0.0421048,0.0259966,0.1719138,62.0,53.0,1135,945.0,14.5,0406004
407001.0,25.12,8.78,20293.0,4962.0,22.79,40.98,29.18,7.05,0.28,1.37,487.06,504.12,38.89,18.0,2.43,55.56,18.0,26.0,0.7368421,0.7142857,0.0136108,0.0391,0.0510175,0.1714379,71.0,74.0,1302,1081.0,2.41,0407001
407002.0,24.44,8.31,21498.0,3468.0,22.78,41.87,30.59,4.77,0.37,1.67,,,,,,,,40.0,0.7333333,0.7142857,0.0495229,0.0246594,0.0750837,0.1734912,71.0,73.0,1147,973.0,4.11,0407002
407003.0,24.91,9.39,12584.0,2403.0,26.69,39.59,29.62,4.11,,1.71,,,,,,,,32.0,,0.7142857,,,0.0877857,,71.0,,875,785.0,4.08,0407003
408001.0,25.54,8.92,17400.0,4018.0,22.67,33.74,39.54,4.04,0.62,1.49,457.27,485.45,19.05,21.0,,28.57,21.0,106.0,0.5217391,0.6774194,-0.0038261,0.0459941,0.0566358,0.140566,68.0,52.0,1157,1000.0,10.6,0408001
408002.0,24.77,8.27,17118.0,1358.0,22.84,35.53,38.07,3.55,,2.06,,,,,,,,29.0,,,,,,,,,645,590.0,4.92,0408002
408003.0,24.96,8.37,21019.0,1500.0,21.18,46.31,27.59,4.93,,1.6,,,,,,,,13.0,0.6923077,0.7222222,-0.0212477,0.034013,0.0660821,0.1555931,72.0,69.0,709,635.0,2.05,0408003
409001.0,23.59,8.99,20602.0,292.0,23.08,33.33,41.03,2.56,,,,,,,,,,,,,,,,,,,651,637.0,,0409001
409002.0,24.59,9.27,16217.0,6276.0,23.25,41.2,30.48,5.06,0.37,1.15,469.5,477.0,41.38,29.0,2.13,48.28,29.0,29.0,0.5789474,0.6071429,-0.0296006,0.0294292,0.0522211,0.1723014,61.0,58.0,2359,1894.0,1.53,0409002
409003.0,25.04,9.17,28040.0,4193.0,22.63,40.26,28.01,9.09,0.36,1.45,488.57,477.86,43.75,16.0,,56.25,16.0,25.0,0.6111111,0.72,-0.0424531,0.0398781,0.0395104,0.1587277,72.0,61.0,1178,1000.0,2.5,0409003
409004.0,24.13,8.36,13567.0,128.0,16.67,55.56,27.78,,,,,,,,,,,,,,,,,,,,550,548.0,,0409004
410001.0,25.28,8.18,20643.0,1726.0,22.31,35.46,39.04,3.19,,2.43,,,,,,,,103.0,,,,,,,,,547,520.0,19.81,0410001
410002.0,25.16,8.95,19072.0,4130.0,24.39,38.6,31.75,5.26,,2.15,,,,,,,,53.0,0.5833333,0.7222222,,0.0309912,0.0486298,0.1541281,72.0,58.0,1418,1297.0,4.09,0410002
411001.0,25.31,8.95,31144.0,2412.0,31.52,32.73,32.73,3.03,0.46,1.2,,,33.33,12.0,,25.0,12.0,58.0,0.5416667,0.6666667,-0.0334178,0.0466834,0.0418049,0.1526479,67.0,54.0,901,692.0,8.38,0411001
411002.0,24.6,9.04,30437.0,158.0,50.0,36.36,13.64,,,,,,,,,,,,,,,,,,,,87,84.0,,0411002
411003.0,24.69,9.35,20752.0,1965.0,31.25,37.11,27.73,3.91,,1.07,,,,,,,,30.0,,,,,,,,,585,524.0,5.73,0411003
412001.0,26.63,8.59,42165.0,1455.0,22.12,29.95,45.62,2.3,,2.2,405.83,426.67,28.57,28.0,,14.29,28.0,48.0,0.4782609,0.5806451,-0.0147305,0.0339285,0.0177295,0.1613022,58.0,48.0,1885,1711.0,2.81,0412001
413001.0,25.08,9.04,24244.0,4498.0,28.73,44.91,16.55,9.82,0.47,0.91,548.89,555.0,45.0,20.0,,20.0,20.0,17.0,0.7333333,0.5625,0.0324133,-0.0012721,0.0088949,0.0676124,56.0,73.0,1158,948.0,1.79,0413001
413002.0,24.77,8.53,22432.0,2905.0,28.08,43.57,17.06,11.29,0.45,0.55,543.64,553.64,38.46,13.0,,30.77,13.0,14.0,0.75,0.5625,0.0287973,0.0301045,0.0033624,0.0969594,56.0,75.0,731,581.0,2.41,0413002
413003.0,24.72,9.23,12099.0,3152.0,29.12,46.65,14.95,9.28,0.73,0.73,526.43,550.0,,,,,,,0.6923077,0.6428571,0.0246613,-0.0042577,0.0208485,0.0722495,64.0,69.0,913,741.0,,0413003
413004.0,24.95,9.53,22182.0,3670.0,28.73,41.2,20.71,9.35,0.44,1.2,543.64,553.18,50.0,28.0,3.37,28.57,28.0,34.0,0.6875,0.5882353,0.033601,0.0257972,0.0077118,0.0809337,59.0,69.0,1160,934.0,3.64,0413004
413005.0,24.48,9.37,18884.0,5002.0,28.21,43.26,18.03,10.5,0.32,0.82,566.15,584.87,34.09,43.0,3.47,47.73,43.0,19.0,0.75,0.5625,0.0355769,0.0144122,0.0196447,0.0862867,56.0,75.0,1443,1158.0,1.64,0413005
414001.0,24.87,10.66,18451.0,1128.0,21.43,44.81,22.73,11.04,,,,,,,,,,,,,0.0818051,,0.0821877,,,,664,563.0,,0414001
414002.0,25.11,10.52,20238.0,7486.0,30.55,41.28,17.98,10.18,0.28,0.98,520.6,534.0,37.74,53.0,2.8,56.6,53.0,31.0,,,0.0890025,-0.0586796,0.0913862,0.0284564,,,2828,2275.0,1.36,0414002
415001.0,25.43,10.7,31086.0,1970.0,28.87,25.77,35.05,10.31,,,,,,,,,,,,,,,,,,,943,784.0,,0415001
415002.0,25.22,12.09,51952.0,202.0,28.0,40.0,28.0,4.0,,,,,,,,,,,,,,,,,,,108,104.0,,0415002
416011.0,26.2,10.2,35909.0,4956.0,40.23,39.09,17.26,3.42,0.56,1.25,483.16,472.63,20.0,50.0,2.19,24.0,50.0,81.0,0.5,0.5238096,-0.0498402,-0.02951,-0.0149365,-0.0323481,52.0,50.0,1779,1397.0,5.8,0416011
416012.0,26.02,9.67,24904.0,3587.0,37.18,41.8,16.17,4.85,0.53,1.42,485.38,483.08,33.33,30.0,,16.67,30.0,41.0,0.5294118,0.5555556,-0.0473092,-0.0347562,0.0193568,-0.028502,56.0,53.0,1358,1085.0,3.78,0416012
416021.0,25.16,8.56,20804.0,3314.0,33.33,47.55,13.24,5.88,0.42,0.81,460.77,466.15,39.13,23.0,,8.7,23.0,20.0,0.5333334,0.7142857,-0.0782873,-0.0290314,0.1096551,-0.0381919,71.0,53.0,1061,869.0,2.3,0416021
416022.0,25.92,9.05,21499.0,9494.0,33.56,43.17,17.99,5.28,0.78,1.03,491.97,492.62,34.18,79.0,2.54,21.52,79.0,72.0,0.4736842,0.55,-0.0545467,-0.0284928,0.0519923,-0.0267967,55.0,47.0,3359,2772.0,2.6,0416022
417011.0,26.0,9.45,24247.0,8198.0,36.64,39.78,18.76,4.81,0.5,1.34,464.04,466.92,36.99,72.0,2.52,28.77,72.0,74.0,0.5,0.6842105,-0.031975,-0.041338,0.0123443,-0.0121979,68.0,50.0,3246,2676.0,2.77,0417011
417021.0,26.01,10.43,32682.0,5557.0,37.56,42.18,17.14,3.13,0.47,1.35,473.64,466.97,31.48,54.0,2.4,16.67,54.0,63.0,0.5238096,0.65,-0.0200457,-0.0351813,0.0349285,-0.0212057,65.0,52.0,2009,1593.0,3.95,0417021
417022.0,25.8,9.95,26061.0,5610.0,36.87,40.64,16.69,5.81,0.53,1.25,499.14,489.14,27.45,51.0,2.59,23.53,51.0,47.0,0.5238096,0.65,-0.0540213,-0.0405481,0.0319766,-0.0245778,65.0,52.0,1877,1472.0,3.19,0417022
417023.0,25.02,9.39,19969.0,2608.0,30.77,46.77,16.92,5.54,,1.27,,,35.71,14.0,,28.57,14.0,20.0,0.4705882,0.7058824,-0.0584522,-0.0258003,0.1061932,-0.0190276,71.0,47.0,1091,918.0,2.18,0417023
501021.0,25.17,8.41,9899.0,4773.0,34.08,46.13,14.8,4.99,0.82,0.78,578.33,570.0,56.25,16.0,,31.25,16.0,29.0,0.6818182,0.7575758,0.0427576,0.0347514,0.1525934,0.0588766,76.0,68.0,1170,996.0,2.91,0501021
501022.0,25.29,8.63,26430.0,3782.0,32.16,43.92,16.7,7.22,0.58,0.82,549.09,541.21,58.97,39.0,3.4,46.15,39.0,25.0,0.75,0.6896552,0.035945,0.0390745,0.030593,0.0626877,69.0,75.0,962,711.0,3.52,0501022
501031.0,26.09,8.78,29590.0,6023.0,40.53,40.39,15.66,3.42,0.96,1.2,551.92,544.23,27.03,37.0,3.71,21.62,37.0,42.0,0.7096774,0.6888889,0.0277102,0.0334916,0.0412398,0.0542812,69.0,71.0,1581,1221.0,3.44,0501031
501032.0,27.01,8.05,18796.0,2783.0,36.76,43.24,16.76,3.24,1.01,1.11,,,18.18,11.0,,18.18,11.0,26.0,0.625,0.7209302,0.0320838,0.0371972,0.12517,0.0631258,72.0,62.0,732,469.0,5.54,0501032
501033.0,26.5,8.85,41038.0,5555.0,39.68,36.57,20.65,3.1,0.67,1.17,481.25,505.0,23.33,30.0,,10.0,30.0,136.0,0.7096774,0.7142857,0.0201067,0.042537,0.0227789,0.063884,71.0,71.0,1340,1026.0,13.26,0501033
501034.0,26.14,9.15,21043.0,3964.0,34.89,43.19,15.96,5.96,0.48,1.03,506.36,502.73,40.0,25.0,,16.0,25.0,35.0,0.7333333,0.7142857,0.0098339,0.0396793,0.0723046,0.0689841,71.0,73.0,993,751.0,4.66,0501034
501035.0,25.8,9.36,27440.0,3721.0,42.55,38.94,15.32,3.19,0.75,1.26,498.75,507.5,40.91,22.0,,13.64,22.0,62.0,0.7142857,0.7096774,0.0095772,0.0399258,0.0925171,0.0552979,71.0,71.0,873,722.0,8.59,0501035
501041.0,25.17,8.62,19579.0,12171.0,33.76,45.02,15.05,6.17,0.63,0.71,525.34,534.38,41.3,91.0,3.39,28.26,91.0,67.0,0.7096774,0.7045454,0.0034817,0.0431036,0.0666033,0.0608323,70.0,71.0,2859,2164.0,3.1,0501041
501042.0,25.38,8.81,23080.0,4321.0,33.14,48.32,14.99,3.55,0.58,0.72,531.11,548.15,48.65,37.0,3.6,27.03,37.0,20.0,0.7142857,0.6764706,0.0080167,0.0518294,0.0591851,0.0618338,68.0,71.0,1075,827.0,2.42,0501042
503011.0,25.04,8.04,17622.0,9214.0,30.84,51.28,13.87,4.01,0.62,0.58,535.25,534.0,46.59,88.0,3.26,39.77,88.0,43.0,0.7619048,0.7058824,0.0300663,0.0376573,0.0203921,0.0556027,71.0,76.0,2146,1587.0,2.71,0503011
503012.0,25.42,8.44,26109.0,4614.0,34.3,42.42,17.33,5.96,0.59,0.98,528.44,531.56,57.14,35.0,2.77,45.71,35.0,38.0,0.6764706,0.8039216,0.0299287,0.0042501,0.0911964,0.0870516,80.0,68.0,1055,806.0,4.71,0503012
503013.0,25.32,9.56,26219.0,6594.0,33.33,42.77,18.88,5.02,0.65,1.05,518.84,513.95,47.27,55.0,3.21,29.09,55.0,61.0,0.8064516,0.9285714,0.0545494,-0.0244887,0.1500257,0.1692582,93.0,81.0,1483,1177.0,5.18,0503013
503021.0,25.11,9.34,19708.0,4260.0,30.74,50.58,14.4,4.28,0.66,0.92,547.27,578.18,44.0,25.0,3.89,24.0,25.0,21.0,0.75,0.9473684,0.0552549,-0.0065534,0.1016622,0.1727329,95.0,75.0,957,791.0,2.65,0503021
503022.0,25.22,8.58,22875.0,3699.0,32.28,47.18,15.58,4.97,0.41,0.7,552.31,535.0,50.0,30.0,3.29,50.0,30.0,16.0,0.78125,0.9047619,0.0594503,-0.0172315,0.1072593,0.1657483,90.0,78.0,888,651.0,2.46,0503022
503023.0,25.2,9.06,24906.0,2920.0,32.45,46.01,18.88,2.66,0.62,0.82,,,9.52,21.0,,9.52,21.0,31.0,0.72,0.9714286,0.0462351,-0.0207454,0.1649082,0.1646994,97.0,72.0,869,717.0,4.32,0503023
504011.0,25.35,8.96,20271.0,7334.0,34.7,45.21,14.95,5.14,0.5,0.75,530.91,522.58,56.0,75.0,3.25,36.0,75.0,41.0,0.6333333,0.7674419,0.0273352,0.0308226,0.0264491,0.0671645,77.0,63.0,1603,1204.0,3.41,0504011
504012.0,24.78,7.75,18000.0,11989.0,32.11,46.21,16.8,4.88,0.39,0.59,536.25,534.81,49.6,125.0,3.19,37.6,125.0,27.0,0.7368421,0.8723404,0.0430961,-0.0208595,0.0701874,0.173738,87.0,74.0,3144,2118.0,1.27,0504012
504021.0,25.48,9.73,23994.0,2573.0,34.18,48.42,12.97,4.43,0.54,0.93,,,45.45,11.0,,27.27,11.0,12.0,0.8,0.8571429,0.0526524,-0.0153646,0.1173737,0.1718452,86.0,80.0,670,583.0,2.06,0504021
504022.0,24.67,8.8,19958.0,3177.0,27.68,45.89,18.95,7.48,,0.72,571.54,586.54,59.09,22.0,3.53,59.09,22.0,,0.7692308,0.8235294,0.0458369,-0.024924,0.0952865,0.1571478,82.0,77.0,881,675.0,,0504022
504023.0,25.34,8.83,23570.0,4596.0,32.26,45.67,16.47,5.6,0.54,0.89,528.46,545.0,37.5,24.0,3.35,45.83,24.0,31.0,0.6333333,0.8717949,0.0469636,-0.0259952,0.1016395,0.1708351,87.0,63.0,1205,968.0,3.2,0504023
505001.0,25.44,9.69,25255.0,11880.0,38.12,44.7,13.51,3.68,0.56,0.97,520.0,542.36,31.11,90.0,3.55,28.89,90.0,62.0,0.5517241,0.4705882,0.020651,0.0106574,0.0299523,-0.0995351,47.0,55.0,2778,2157.0,2.87,0505001
